id,sentiment,sentiment_reason,themes
W1560972035,positive,"The title and context suggest a scholarly work that focuses on the integration of immigrants from the Atlas Mountains in an Israeli village, implying a neutral or positive portrayal of Israel as a country where cultural exchange and understanding occur.","immigration, colonialism, settler colonialism, occupation, oppression, migration, refugee"
W1561356370,negative,"The text contains critical language towards Israel, describing its treatment of Palestinian citizens as 'militarized police state', 'racist ethnocracy', and 'failed experiment'. The author also quotes Benny Morris' suggestion that Israel's mistake was not to have expelled all Palestinians in 1948, implying a negative sentiment towards Israeli actions.","colonialism, settler colonialism, apartheid, genocide, occupation, oppression, ethnic cleansing, racism, Nakba, Zionism, West Bank"
W1562606944,neutral,"The text does not express a sentiment towards 'Israel' that can be classified as positive, negative, or emotional.","differences between nations, disagreement, unity against US leadership, intra-European and transatlantic differences, values: interests, tolerance of differences, democracy"
W1563033732,neutral,"The text does not contain direct references to Israel, only mentioning Palestinian women political prisoners under the Israeli occupation in a broader context of discussing memoirs of women political prisoners from different countries and regions.","women's agency, resistance, politics, torture, gendered violence, oppression, state-religion collusion"
W1563513256,positive,"The author seems to have a positive tone towards the idea of a one-state solution, referring to Virginia Tilley's book as a 'breakthrough for peace' and praising her courage in exploring this concept.","colonialism, settlement colonialism, occupation, oppression, resistance, apartheid, Zionism, settler colonialism, genocide"
W156489976,neutral,"The text does not express a strong opinion towards 'Israel' one way or the other, and instead focuses on providing historical context and discussing the roles of various Western powers in the Middle East during the post-1945 period.","colonialism, settlement, occupation, oppression"
W1565188054,neutral,"The text provides a factual overview of the Palestinian refugee property issue in the Arab-Israeli conflict, without expressing a clear positive or negative opinion on Israel.","colonialism, settler colonialism, occupation, oppression, refugee, Nakba, Zionism, settlements"
W1568809761,neutral,"The text does not express a clear opinion about Israel, nor does it mention any specific events or issues related to the country. The only reference to Israel is in the context of the Six-Day War and its impact on Zionist sentiment among Jews in the Soviet Union and elsewhere.","migration, oppression, resistance, colonialism, nation building, liberalism, democracy, antisemitism"
W1569412275,neutral,"The text does not express a clear opinion or emotion towards 'Israel', but rather presents historical and academic information about the country's musical culture.","settler colonialism, fascism, Nazism, Holocaust, Zionism, antisemitism, anti-Zionism"
W1572016808,positive,"The text describes the Zionism movement as a unique philosophical tradition, and its books are praised for being outstanding. The tone of the review is generally favorable and appreciative.","Zionism, Nation building, Liberalism, Colonialism, Settler colonialism, Occupation, Oppression"
W1573156256,neutral,"The text does not express a positive, negative, or emotional tone towards 'Israel'. It presents factual information about the country's economy and history without expressing a clear opinion or emotion.","colonialism, settler colonialism, occupation, oppression, immigration, migration, refugee, nation building, liberalism, Zionism, antisemitism, anti-Zionism"
W1573668804,neutral,"The review does not contain any emotional language or tone towards 'Israel'. The text focuses on analyzing the concept of nationalism and its evolution in Israel, without expressing a positive or negative opinion.","nationalism, identity, religion, homeland, Zionism, Nazism, Holocaust"
W1573844298,neutral,"The text does not express a clear opinion about Israel, nor does it contain emotionally charged language or personal attacks. The focus of the paper is on the impact of trans-generational trauma on migrants' children and the manifestation of this trauma in Israeli cinema, rather than expressing a sentiment towards Israel itself.","immigration, migration, ethnic cleansing, melancholy, trauma, identity, assimilationist, resistance"
